price,levy,manufacturer,model,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,engine_turbo,age
11102,790.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,186434.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,14
8311,891.0,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2.0,109555.0,4.0,Automatic,Front,4-5,Left wheel,White,0,0,7
7840,0.0,MERCEDES-BENZ,E 320,Sedan,Yes,LPG,3.2,170000.0,6.0,Manual,Rear,4-5,Left wheel,Green,4,0,26
706,1234.0,MAZDA,CX-9,Sedan,Yes,Petrol,3.55,271904.0,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,12
13485,878.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,257000.0,4.0,Automatic,Front,4-5,Left wheel,Golden,6,0,14
11604,583.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,51211.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,12
12544,0.0,MITSUBISHI,Pajero IO,Jeep,No,Petrol,2.0,15000.0,5.0,Automatic,4x4,4-5,Left wheel,White,4,0,23
14950,0.0,SUBARU,Impreza,Hatchback,No,Petrol,2.0,128000.0,4.0,Variator,4x4,4-5,Left wheel,Silver,8,0,12
28852,0.0,TOYOTA,Corolla,Sedan,Yes,Petrol,1.6,112000.0,4.0,Tiptronic,Front,4-5,Left wheel,White,8,0,9
14113,0.0,MINI,Cooper,Hatchback,Yes,Petrol,1.6,180000.0,4.0,Automatic,Front,2-3,Left wheel,White,8,0,15
1500,0.0,TOYOTA,Hilux,Pickup,Yes,Diesel,2.5,33200.0,4.0,Manual,4x4,4-5,Left wheel,White,4,1,13
5959,0.0,VOLKSWAGEN,Golf,Sedan,No,CNG,1.6,187000.0,4.0,Manual,Front,4-5,Left wheel,Silver,4,0,23
33908,833.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,150000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,8
13172,900.0,KIA,Optima,Sedan,No,Petrol,2.4,111746.0,4.0,Automatic,Front,4-5,Left wheel,White,0,0,8
549,1017.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,87357.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,6
9722,609.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,127515.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,5
12544,0.0,OPEL,Astra,Hatchback,No,Diesel,1.7,179000.0,4.0,Manual,Front,4-5,Left wheel,Silver,6,1,18
2500,0.0,VAZ,2106,Sedan,No,Petrol,0.7500000000000002,0.0,4.0,Manual,Rear,4-5,Left wheel,Yellow,0,0,35
1568,1172.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.5,342622.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,12
627,1055.0,MERCEDES-BENZ,E 350,Coupe,Yes,Diesel,3.5,0.0,6.0,Automatic,Rear,2-3,Left wheel,Silver,12,0,10
392,779.0,TOYOTA,Camry,Jeep,Yes,Hybrid,2.5,362717.5,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,10
9565,919.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.0,171221.0,6.0,Automatic,Rear,4-5,Left wheel,Black,12,0,11
21285,691.0,HONDA,FIT,Hatchback,Yes,Petrol,1.3,68415.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,6
11290,843.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,188000.0,4.0,Variator,Front,4-5,Left wheel,Golden,7,0,15
30734,1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,200179.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,9
10381,583.0,HYUNDAI,I30,Hatchback,Yes,Diesel,1.6,56581.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,12
8938,1236.0,HONDA,FIT,Hatchback,No,Hybrid,1.3,121000.0,4.0,Variator,Front,4-5,Right-hand drive,White,0,0,12
4704,0.0,MERCEDES-BENZ,320,Coupe,Yes,Petrol,3.2,320000.0,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,23
16151,1018.0,BMW,328,Sedan,Yes,Petrol,3.0,135000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Silver,12,0,12
7056,915.0,BMW,X5,Jeep,Yes,Diesel,3.0,141384.0,6.0,Automatic,4x4,4-5,Left wheel,Blue,0,0,9
22580,889.0,KIA,Optima,Sedan,Yes,Petrol,2.0,62876.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7
941,586.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,0.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,11
47356,1017.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,84315.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,6
392,690.0,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,27038.0,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,7
9408,0.0,FORD,Transit,Microbus,No,Diesel,2.5,270000.0,4.0,Manual,Rear,2-3,Right-hand drive,Blue,2,0,24
9565,1058.0,TOYOTA,Highlander,Jeep,Yes,Petrol,3.5,285186.0,6.0,Automatic,Front,4-5,Left wheel,Grey,12,0,11
18503,749.0,KIA,Optima,Sedan,Yes,Petrol,2.4,89920.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,0,9
47356,0.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,0.0,6.0,Tiptronic,4x4,4-5,Left wheel,Silver,12,1,11
25716,781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,107000.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,11
5331,2287.5,GMC,Acadia,Sedan,Yes,Petrol,3.55,362717.5,8.0,Automatic,Front,4-5,Left wheel,Black,12,0,16
13485,690.0,CHEVROLET,Cruze Premier,Sedan,Yes,Petrol,1.5,112879.0,4.0,Automatic,Front,4-5,Left wheel,Black,8,1,7
22900,0.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,99000.0,4.0,Variator,Front,4-5,Left wheel,White,10,0,11
14454,583.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,127500.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,12
22894,777.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,58400.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,0,9
31650,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,164805.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,9
6899,0.0,MERCEDES-BENZ,A 170,Sedan,No,Petrol,1.7,149000.0,4.0,Tiptronic,Front,4-5,Right-hand drive,Carnelian red,6,0,17
10663,503.0,TOYOTA,Prius C,Hatchback,Yes,Hybrid,1.5,130000.0,4.0,Automatic,Front,4-5,Left wheel,Sky blue,12,0,11
8000,875.0,TOYOTA,Vitz,Hatchback,No,Petrol,1.0,80000.0,3.0,Variator,Front,4-5,Right-hand drive,Silver,2,0,11
5175,919.0,BMW,740,Sedan,Yes,Petrol,3.0,199536.0,6.0,Automatic,Rear,4-5,Left wheel,Silver,12,0,11
7000,874.0,VOLKSWAGEN,UP,Hatchback,No,Petrol,1.0,64000.0,3.0,Tiptronic,Front,4-5,Right-hand drive,White,2,0,10
14426,586.0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,127324.0,4.0,Automatic,Front,4-5,Left wheel,Black,5,0,11
17876,0.0,FORD,Transit,Microbus,No,Diesel,2.4,160000.0,4.0,Manual,Rear,2-3,Left wheel,White,2,1,15
45633,765.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,59077.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,8
9722,456.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,241227.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,8
24123,642.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,169700.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,11
18817,0.0,RENAULT,Clio,Hatchback,No,Diesel,1.5,0.0,4.0,Manual,Front,4-5,Left wheel,White,4,1,10
6586,1190.0,TOYOTA,Tacoma,Sedan,Yes,Petrol,3.55,0.0,6.0,Automatic,Rear,4-5,Left wheel,Silver,12,0,9
47356,1017.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,105751.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,6
22266,639.0,MITSUBISHI,Outlander SPORT,Jeep,No,Petrol,2.0,77000.0,4.0,Tiptronic,4x4,4-5,Left wheel,Black,10,0,9
1646,1172.0,CHEVROLET,Impala,Sedan,Yes,Petrol,3.5,219043.0,6.0,Automatic,Front,4-5,Left wheel,Black,12,0,12
29323,765.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,81142.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,8
7840,1677.0,FORD,Transit,Microbus,No,Diesel,2.0,240000.0,4.0,Manual,Front,>5,Left wheel,White,2,1,20
10036,475.0,FIAT,500L LONG,Coupe,No,Petrol,1.4,83545.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,11
26096,891.0,CHEVROLET,Orlando,Jeep,Yes,LPG,2.0,121940.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7
23521,584.0,TOYOTA,Corolla,Sedan,Yes,Petrol,1.8,75000.0,6.0,Tiptronic,Front,4-5,Left wheel,Black,10,0,9
10000,0.0,FORD,Transit,Goods wagon,No,Diesel,2.0,135000.0,4.0,Manual,Front,4-5,Left wheel,White,2,1,21
18503,0.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.4,248000.0,4.0,Automatic,Front,4-5,Left wheel,Red,6,0,16
392,481.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,89758.0,4.0,Automatic,Front,4-5,Left wheel,White,0,0,6
19823,501.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,122727.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,9
35899,770.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,186097.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7
16935,777.0,FORD,Fusion,Sedan,No,Petrol,2.5,130000.0,4.0,Automatic,Front,4-5,Left wheel,White,10,0,9
35438,1325.0,MAZDA,CX-9,Sedan,Yes,Petrol,2.5,11746.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,4
1333,949.0,FORD,Ranger,Pickup,Yes,Petrol,2.3,249683.0,4.0,Automatic,Rear,4-5,Left wheel,Grey,12,0,13
21012,0.0,KIA,Optima,Sedan,Yes,Petrol,2.4,101037.0,4.0,Tiptronic,Front,4-5,Left wheel,Carnelian red,12,0,10
470,1750.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,182024.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,15
16778,707.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,83251.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,12
19914,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,209744.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7
12544,777.0,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.5,127000.0,5.0,Tiptronic,Front,4-5,Left wheel,Black,12,0,9
27284,834.0,TOYOTA,Tacoma,Jeep,Yes,Petrol,2.7,362717.5,4.0,Automatic,Rear,4-5,Left wheel,White,12,0,10
43905,0.0,TOYOTA,CHR,Jeep,No,Petrol,2.0,23400.0,4.0,Tiptronic,Front,4-5,Left wheel,Sky blue,12,0,5
22269,751.0,JEEP,Compass,Jeep,Yes,Petrol,2.4,165000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,10
9722,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Orange,4,0,8
3607,900.0,CHRYSLER,200,Sedan,Yes,Petrol,2.4,75486.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,8
13987,642.0,CHEVROLET,Cruze,Sedan,Yes,Diesel,2.0,104967.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,11
549,585.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,65989.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,10
470,645.0,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,353606.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,12
23521,777.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,88000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,11,0,9
1646,1104.0,JAGUAR,XJ,Sedan,Yes,Petrol,3.0,54429.0,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,8
13998,707.0,MITSUBISHI,Outlander,Jeep,Yes,Petrol,2.0,100000.0,4.0,Tiptronic,4x4,4-5,Left wheel,Black,8,0,12
12544,0.0,SUZUKI,XL7,Jeep,No,Petrol,2.7,150000.0,6.0,Automatic,4x4,4-5,Left wheel,White,4,0,18
16766,836.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,205000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,13
22840,0.0,VOLKSWAGEN,Crafter,Microbus,No,Diesel,2.5,200000.0,5.0,Manual,Rear,4-5,Left wheel,White,2,1,16
32302,1604.0,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.55,101424.0,8.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,9
10976,0.0,FORD,Transit,Microbus,No,Diesel,2.5,235000.0,4.0,Manual,Front,4-5,Left wheel,Grey,4,1,25
784,394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,102397.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,9
7840,0.0,JEEP,Liberty,Jeep,No,Petrol,3.55,150000.0,6.0,Automatic,4x4,4-5,Left wheel,Red,0,0,22
35846,1249.0,HYUNDAI,H1,Universal,Yes,Diesel,2.5,143629.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,6
16935,503.0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,205712.0,4.0,Automatic,Front,4-5,Left wheel,Brown,8,0,11
4234,694.0,CHEVROLET,Aveo,Sedan,Yes,Petrol,1.2,123232.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,15
41083,1760.0,PORSCHE,Cayenne,Jeep,Yes,Petrol,3.55,37184.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,6
12231,650.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,182880.0,4.0,Automatic,Front,4-5,Left wheel,Black,8,0,7
25559,0.0,VOLKSWAGEN,Passat sel,Sedan,Yes,Petrol,2.5,75000.0,5.0,Automatic,Front,4-5,Left wheel,Silver,6,0,12
6743,1236.0,HONDA,FIT HIBRID,Hatchback,No,Hybrid,1.3,89421.0,4.0,Automatic,Front,4-5,Right-hand drive,Black,4,0,12
35309,730.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,112804.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7
12858,0.0,TOYOTA,Aqua,Sedan,No,Hybrid,1.5,160320.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,4,0,10
2038,353.0,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,104795.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,8
12074,574.0,HONDA,Insight EX,Sedan,No,Hybrid,1.3,222000.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,8,0,13
5802,505.0,FORD,Fusion,Jeep,Yes,Hybrid,2.0,53013.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,5
3136,0.0,AUDI,A6,Sedan,Yes,Petrol,2.8,299689.0,6.0,Tiptronic,Front,4-5,Left wheel,Silver,6,0,25
19444,502.0,FORD,Fusion,Sedan,No,Petrol,1.5,100000.0,4.0,Automatic,Front,4-5,Left wheel,Black,8,1,10
15053,0.0,HAVAL,H6,Jeep,Yes,Petrol,1.5,28000.0,4.0,Manual,Front,4-5,Left wheel,Black,12,1,8
16621,0.0,VOLKSWAGEN,CC R line,Sedan,Yes,Petrol,2.0,177000.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,1,12
392,781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,314373.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,11
6272,1079.0,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,18754.0,4.0,Automatic,Front,4-5,Left wheel,Red,12,0,5
8467,639.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Orange,4,0,9
5000,0.0,OPEL,Astra,Goods wagon,No,Diesel,2.0,0.0,4.0,Manual,Front,4-5,Left wheel,Blue,4,1,24
47356,891.0,FORD,Taurus,Sedan,Yes,Petrol,2.0,42554.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,7
26971,1249.0,MAZDA,Mazda 6 TOURING,Sedan,Yes,Petrol,2.5,31694.0,4.0,Automatic,Front,4-5,Left wheel,Black,10,0,6
9722,1211.0,BMW,328,Sedan,Yes,Petrol,3.0,105000.0,6.0,Tiptronic,Rear,4-5,Left wheel,Grey,2,0,13
314,1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,149486.0,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,9
40142,1202.0,MITSUBISHI,Outlander,Jeep,No,Petrol,2.4,60800.0,4.0,Variator,4x4,4-5,Left wheel,Grey,12,0,6
5950,0.0,MERCEDES-BENZ,E 220,Sedan,Yes,Diesel,2.2,289350.0,4.0,Automatic,Rear,4-5,Left wheel,Green,6,0,23
15994,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,240572.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,7
8154,585.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,173933.0,4.0,Automatic,Front,4-5,Left wheel,Silver,10,0,10
15681,0.0,BMW,X5,Jeep,Yes,Petrol,3.55,362717.5,6.0,Automatic,Rear,4-5,Left wheel,Brown,0,0,18
34074,639.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,154115.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,9
12858,0.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,122500.0,4.0,Variator,Front,4-5,Left wheel,Black,6,0,16
3136,475.0,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,162190.0,4.0,Automatic,Front,4-5,Left wheel,Blue,0,0,11
28423,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,190000.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,9
1411,1624.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,266061.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,14
3763,0.0,VOLKSWAGEN,Golf,Hatchback,No,Petrol,1.8,0.0,4.0,Automatic,Front,4-5,Left wheel,Blue,0,0,26
21000,2265.0,HONDA,Fred,Minivan,Yes,Petrol,1.5,6800.0,4.0,Automatic,Front,4-5,Right-hand drive,Grey,2,0,4
15681,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,263886.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,7
35005,1091.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,113293.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7
10381,687.0,CHEVROLET,Lacetti,Sedan,Yes,Petrol,1.6,122590.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,13
314,1017.0,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2.0,26802.0,4.0,Automatic,Rear,4-5,Left wheel,Black,12,0,6
12544,0.0,FORD,Transit,Goods wagon,No,Diesel,2.5,207888.0,4.0,Manual,Rear,4-5,Left wheel,White,0,1,28
21326,0.0,KIA,Optima,Sedan,No,Petrol,2.0,166400.0,6.0,Automatic,Front,4-5,Left wheel,White,6,0,11
9408,1268.0,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,120000.0,4.0,Variator,Front,4-5,Right-hand drive,Silver,2,0,11
6272,1360.0,LEXUS,GX 470,Jeep,Yes,Petrol,3.55,202651.0,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,10
470,382.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,White,0,0,8
3763,584.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,110685.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,9
10976,528.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,75000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,9
31220,696.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,256000.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,10
23521,0.0,TOYOTA,RAV 4,Jeep,No,Petrol,2.5,144000.0,4.0,Automatic,Front,4-5,Left wheel,Black,6,0,12
47356,831.0,HYUNDAI,Tucson,Jeep,Yes,Petrol,1.6,43420.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,6
47356,0.0,MERCEDES-BENZ,CLA 45 AMG,Sedan,Yes,Petrol,2.0,66000.0,4.0,Tiptronic,4x4,4-5,Left wheel,Black,12,1,9
47042,1646.0,LEXUS,GX 470,Jeep,Yes,Petrol,3.55,106918.0,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,8
21805,1024.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,58958.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,13
941,1811.0,LEXUS,GX 460,Jeep,Yes,Petrol,3.55,260771.0,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,13
1500,0.0,DODGE,Durango,Jeep,No,Petrol,3.55,0.0,8.0,Automatic,4x4,4-5,Left wheel,Black,7,0,22
14113,915.0,BMW,X5,Jeep,Yes,Diesel,3.0,110715.0,6.0,Automatic,4x4,4-5,Left wheel,White,0,0,9
13799,0.0,DODGE,Caliber,Universal,No,Petrol,2.0,63000.0,4.0,Automatic,Front,4-5,Left wheel,Black,6,0,13
20814,919.0,HYUNDAI,Grandeur,Sedan,Yes,Petrol,3.0,215833.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,11
9408,0.0,HONDA,FIT,Hatchback,No,Petrol,1.5,180000.0,4.0,Variator,Front,4-5,Right-hand drive,Blue,4,0,16
10663,0.0,NISSAN,Serena,Minivan,Yes,Petrol,2.0,117000.0,4.0,Automatic,Front,4-5,Right-hand drive,Black,12,0,18
20385,0.0,NISSAN,Murano,Jeep,Yes,CNG,3.5,155200.0,6.0,Automatic,4x4,4-5,Left wheel,Silver,8,0,18
9377,1090.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,53391.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,15
30517,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,151854.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,9
8500,0.0,FORD,Transit CL,Microbus,No,Diesel,2.5,2582.0,4.0,Manual,Rear,2-3,Left wheel,Blue,0,0,31
12544,0.0,MERCEDES-BENZ,C 230,Sedan,Yes,Petrol,1.8,153000.0,4.0,Automatic,Rear,4-5,Left wheel,Silver,6,1,19
47356,1055.0,MERCEDES-BENZ,ML 350 4 MATIC,Jeep,Yes,Petrol,3.5,78000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12,0,10
13000,0.0,MERCEDES-BENZ,E 500,Sedan,Yes,Petrol,3.55,168000.0,8.0,Tiptronic,Rear,4-5,Left wheel,Black,12,0,23
8200,0.0,HONDA,Cr-v,Jeep,No,CNG,2.0,69000.0,4.0,Automatic,4x4,4-5,Right-hand drive,Silver,6,0,21
28789,694.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.2,93576.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,9
11917,742.0,OPEL,Astra,Goods wagon,No,Diesel,1.3,149000.0,4.0,Manual,Front,4-5,Left wheel,Black,12,1,15
549,690.0,CHEVROLET,Malibu,Sedan,Yes,Petrol,1.5,229003.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,7
12231,425.0,KIA,Picanto,Sedan,Yes,Petrol,1.0,39625.0,3.0,Automatic,Front,4-5,Left wheel,Beige,4,0,8
8311,0.0,BMW,523,Sedan,No,Petrol,2.3,200000.0,6.0,Manual,Rear,4-5,Left wheel,Blue,12,0,22
47356,784.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,15000.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,6
13799,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,30258.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,8
25089,642.0,VOLKSWAGEN,Tiguan,Jeep,Yes,Petrol,2.0,90000.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,8,1,11
392,585.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,353774.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,10
6272,0.0,MAZDA,MPV,Minivan,No,Petrol,2.5,138974.0,6.0,Automatic,4x4,4-5,Right-hand drive,Black,0,0,22
29793,0.0,BMW,320 i,Sedan,Yes,Petrol,2.0,161000.0,4.0,Tiptronic,Rear,4-5,Left wheel,Black,8,1,10
31988,1211.0,MERCEDES-BENZ,Vito,Minivan,Yes,Diesel,3.0,240000.0,6.0,Automatic,Rear,4-5,Left wheel,Black,2,1,13
549,810.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,73674.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,7
47356,891.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,121639.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,7
10036,0.0,MERCEDES-BENZ,CLK 320,Coupe,Yes,Petrol,3.2,178000.0,6.0,Tiptronic,Rear,2-3,Left wheel,Blue,0,0,19
4704,0.0,OPEL,Corsa,Hatchback,No,Petrol,1.4,0.0,4.0,Manual,Front,4-5,Left wheel,Carnelian red,3,0,25
17719,1202.0,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,0.0,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,6
15681,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,219432.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,7
18814,0.0,TOYOTA,RAV 4,Jeep,No,Petrol,3.5,260000.0,6.0,Automatic,4x4,4-5,Left wheel,Grey,8,0,16
21500,831.0,HONDA,Cr-v,Jeep,Yes,Petrol,2.4,116000.0,4.0,Automatic,4x4,4-5,Left wheel,Brown,12,0,12
392,779.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,232032.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,10
36065,1273.0,LAND ROVER,Discovery,Jeep,Yes,Diesel,2.7,147000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12,1,14
392,2287.5,CHRYSLER,Sebring,Coupe,Yes,Petrol,3.0,289520.0,6.0,Automatic,Front,2-3,Left wheel,Black,12,0,22
12544,878.0,HONDA,Civic,Sedan,Yes,Petrol,1.8,75000.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,14
14113,0.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.8,130000.0,6.0,Tiptronic,Front,4-5,Left wheel,Blue,6,0,9
